(Corelare cu Mixul de Marketing)";Denumire elemente de casa;Nivel 1 de detaliere;Nivel 2 de detaliere;Nivel 3 de detaliere;Nivel 4 de detaliere;Grosime strat (mm);MP;Denumire în ofertă - RO;Cost/mp (euro fara tva);
Structuri Timberframe;Pereti;Pereti_Comuni_Intre_Case_Prefab;Pereti_Comuni_Intre_Case_Prefab_PCICp;Termoizolatie_PCICp;Rockwool Mutirock 0,037 150mm; 	150,00 ; 	1,00 ;Termoizolație Vată Bazaltică Rockwool Multirock λ = 0,037 W/mK 150 mm;;
Structuri Timberframe;Pereti;Pereti_Comuni_Intre_Case_Prefab;Pereti_Comuni_Intre_Case_Prefab_PCICp;Termoizolatie_PCICp;Rockwool Airrock ND λ = 0.035 W/mk 140mm; 	140,00 ; 	1,00 ;Termoizolație Vată Bazaltică Rockwool Airrock ND λ = 0,035 W/mK 140 mm;;
Structuri Timberframe;Pereti;Pereti_Comuni_Intre_Case_Prefab;Pereti_Comuni_Intre_Case_Prefab_PCICp;Termoizolatie_PCICp;Isover Forte 0,034 150mm; 	150,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Forte λ = 0,034 W/mK 150 mm;;
Structuri Timberframe;Pereti;Pereti_Comuni_Intre_Case_Prefab;Pereti_Comuni_Intre_Case_Prefab_PCICp;Termoizolatie_PCICp;ISOVER AKUSTO 150mm; 	150,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Akusto λ = 0,039 W/mK 150 mm;;
Structuri Timberframe;Pereti;Pereti_Comuni_Intre_Case_Prefab;Pereti_Comuni_Intre_Case_Prefab_PCICp;Termoizolatie_PCICp;Isover Superprofi 0,032 150mm; 	150,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Superprofi λ = 0,032 W/mK 150 mm;;
Structuri Timberframe;Pereti;Pereti_Comuni_Intre_Case_Prefab;Pereti_Comuni_Intre_Case_Prefab_PCICp;Termoizolatie_PCICp;Steico Flex 140mm; 	140,00 ; 	1,00 ;Termoizolație Fibră de Lemn Steico Flex λ = 0,038 W/mK 140 mm;;
Structuri Timberframe;Pereti;Pereti_Comuni_Intre_Case_Prefab;Pereti_Comuni_Intre_Case_Prefab_PCICp;Termoizolatie_PCICp;BEST WOOD FLEX 50 0.037W/mk 140mm; 	140,00 ; 	1,00 ;Termoizolație Fibră de Lemn Best Wood Flex 50 λ = 0,037 W/mK 140 mm;;
Structuri Timberframe;Pereti;Pereti_Comuni_Intre_Case_Prefab;Pereti_Comuni_Intre_Case_Prefab_PCICp;Placari_interioare_structura_PCICp;OSB 12mm; 	12,00 ; 	1,00 ;OSB 3 12 mm;;
Structuri Timberframe;Pereti;Pereti_Comuni_Intre_Case_Prefab;Pereti_Comuni_Intre_Case_Prefab_PCICp;Placari_interioare_structura_PCICp;OSB 15mm; 	15,00 ; 	1,00 ;OSB 3 15 mm;;
Structuri Timberframe;Planseu;Contact_cu_Fundatia_de_Beton_On_site;Contact_cu_Fundatia_de_Beton_On_site_CFBs;Structura_lemn_CFBs;45x100 - molid; 	100,00 ;1 ml;Profil lemn contact cu fundația 45 mm - Molid;;
Structuri Timberframe;Planseu;Contact_cu_Fundatia_de_Beton_On_site;Contact_cu_Fundatia_de_Beton_On_site_CFBs;Structura_lemn_CFBs;45x100 - larice; 	100,00 ;1 ml;Profil lemn contact cu fundația 45 mm - Larice;;
Structuri Timberframe;Planseu;Contact_cu_Fundatia_de_Beton_On_site;Contact_cu_Fundatia_de_Beton_On_site_CFBs;Structura_lemn_CFBs;45x150-molid; 	150,00 ;1 ml;Profil lemn contact cu fundația 45 mm - Molid;;
Structuri Timberframe;Planseu;Contact_cu_Fundatia_de_Beton_On_site;Contact_cu_Fundatia_de_Beton_On_site_CFBs;Structura_lemn_CFBs;45x150 - larice; 	150,00 ;1 ml;Profil lemn contact cu fundația 45 mm - Larice;;
Structuri Timberframe;Planseu;Contact_cu_Fundatia_de_Beton_On_site;Contact_cu_Fundatia_de_Beton_On_site_CFBs;Structura_lemn_CFBs;60x60-molid; 	60,00 ;1 ml;Profil lemn contact cu fundația 60 mm - Molid;;
Structuri Timberframe;Planseu;Contact_cu_Fundatia_de_Beton_On_site;Contact_cu_Fundatia_de_Beton_On_site_CFBs;Structura_lemn_CFBs;60x60-larice; 	60,00 ;1 ml;Profil lemn contact cu fundația 60 mm - Larice;;
Structuri Timberframe;Planseu;Contact_cu_Fundatia_de_Beton_On_site;Contact_cu_Fundatia_de_Beton_On_site_CFBs;Structura_lemn_CFBs;60x100- molid; 	100,00 ;1 ml;Profil lemn contact cu fundația 60 mm - Molid;;
Structuri Timberframe;Planseu;Contact_cu_Fundatia_de_Beton_On_site;Contact_cu_Fundatia_de_Beton_On_site_CFBs;Structura_lemn_CFBs;60x100- larice; 	100,00 ;1 ml;Profil lemn contact cu fundația 60 mm - Larice;;
Structuri Timberframe;Planseu;Contact_cu_Fundatia_de_Beton_On_site;Contact_cu_Fundatia_de_Beton_On_site_CFBs;Structura_lemn_CFBs;60x150-molid; 	150,00 ;1 ml;Profil lemn contact cu fundația 60 mm - Molid;;
Structuri Timberframe;Planseu;Contact_cu_Fundatia_de_Beton_On_site;Contact_cu_Fundatia_de_Beton_On_site_CFBs;Structura_lemn_CFBs;60x150- larice; 	150,00 ;1 ml;Profil lemn contact cu fundația 60 mm - Larice;;
Structuri Timberframe;Planseu;Contact_cu_Fundatia_de_Beton_On_site;Contact_cu_Fundatia_de_Beton_On_site_CFBs;Structura_lemn_CFBs;60x160 -molid; 	160,00 ;1 ml;Profil lemn contact cu fundația 60 mm - Molid;;
Structuri Timberframe;Planseu;Contact_cu_Fundatia_de_Beton_On_site;Contact_cu_Fundatia_de_Beton_On_site_CFBs;Structura_lemn_CFBs;60x160 - larice ; 	160,00 ;1 ml;Profil lemn contact cu fundația 60 mm - Larice;;
Structuri Timberframe;Planseu;Contact_cu_Fundatia_de_Beton_On_site;Contact_cu_Fundatia_de_Beton_On_site_CFBs;Structura_lemn_CFBs;60x200-molid; 	200,00 ;1 ml;Profil lemn contact cu fundația 60 mm - Molid;;
Structuri Timberframe;Planseu;Contact_cu_Fundatia_de_Beton_On_site;Contact_cu_Fundatia_de_Beton_On_site_CFBs;Structura_lemn_CFBs;60x200-larice; 	200,00 ;1 ml;Profil lemn contact cu fundația 60 mm - Larice;;
Structuri Timberframe;Planseu;Contact_cu_Fundatia_de_Beton_On_site;Contact_cu_Fundatia_de_Beton_On_site_CFBs;Structura_lemn_CFBs;80x160-molid; 	160,00 ;1 ml;Profil lemn contact cu fundația 80 mm - Molid;;
Structuri Timberframe;Planseu;Contact_cu_Fundatia_de_Beton_On_site;Contact_cu_Fundatia_de_Beton_On_site_CFBs;Structura_lemn_CFBs;80x160-larice ; 	160,00 ;1 ml;Profil lemn contact cu fundația 80 mm - Larice;;
Structuri Timberframe;Planseu;Contact_cu_Fundatia_de_Beton_On_site;Contact_cu_Fundatia_de_Beton_On_site_CFBs;Rupere_capilaritate_CFBs;Connect Band; 	1,00 ;1 ml;Bandă de etanșare Connect Band ;;
Structuri Timberframe;Planseu;Contact_cu_Fundatia_de_Beton_On_site;Contact_cu_Fundatia_de_Beton_On_site_CFBs;Rupere_capilaritate_CFBs;Carton bituminat;;;Carton bituminat;;
Structuri Timberframe;Planseu;Contact_cu_Fundatia_de_Beton_On_site;Contact_cu_Fundatia_de_Beton_On_site_CFBs;Tratament_lemn_CFBs;Autoclava;;;;;
Structuri Timberframe;Planseu;Planseu_Autoportant_Prefab;Planseu_Autoportant_Prefab_PLAp;Structura_lemn_PLAp;45x200 C; 	200,00 ; 	1,00 ;Structură lemn C24 45x200 mm;;
Structuri Timberframe;Planseu;Planseu_Autoportant_Prefab;Planseu_Autoportant_Prefab_PLAp;Structura_lemn_PLAp;45x240 C; 	240,00 ; 	1,00 ;Structură lemn C24 45x240 mm;;
Structuri Timberframe;Planseu;Planseu_Autoportant_Prefab;Planseu_Autoportant_Prefab_PLAp;Structura_lemn_PLAp;60x200 C; 	200,00 ; 	1,00 ;Structură lemn C24 60x200 mm;;
Structuri Timberframe;Planseu;Planseu_Autoportant_Prefab;Planseu_Autoportant_Prefab_PLAp;Structura_lemn_PLAp;60x240 C; 	240,00 ; 	1,00 ;Structură lemn C24 60x240 mm;;
Structuri Timberframe;Planseu;Planseu_Autoportant_Prefab;Planseu_Autoportant_Prefab_PLAp;Structura_lemn_PLAp;100x240 C; 	240,00 ; 	1,00 ;Structură lemn C24 100x240 mm;;
Structuri Timberframe;Planseu;Planseu_Autoportant_Prefab;Planseu_Autoportant_Prefab_PLAp;Placari_jos_structura_PLAp;Betonyp; 	12,00 ; 	1,00 ;Placă de ciment cu așchii de lemn Betonyp 12 mm;;
Structuri Timberframe;Planseu;Planseu_Autoportant_Prefab;Planseu_Autoportant_Prefab_PLAp;Placari_jos_structura_PLAp;FT; 	-   ; 	1,00 ;Folie Permisivă la Transferul de Vapori;;
Structuri Timberframe;Planseu;Planseu_Autoportant_Prefab;Planseu_Autoportant_Prefab_PLAp;Termoizolatie_PLAp;Rockwool Mutirock 0,037 200mm; 	200,00 ; 	1,00 ;Termoizolație Vată Bazaltică Rockwool Multirock λ = 0,037 W/mK 200 mm;;
Structuri Timberframe;Planseu;Planseu_Autoportant_Prefab;Planseu_Autoportant_Prefab_PLAp;Termoizolatie_PLAp;Rockwool Mutirock 0,037 250mm; 	250,00 ; 	1,00 ;Termoizolație Vată Bazaltică Rockwool Multirock λ = 0,037 W/mK 250 mm;;
Structuri Timberframe;Planseu;Planseu_Autoportant_Prefab;Planseu_Autoportant_Prefab_PLAp;Termoizolatie_PLAp;Rockwool Airrock ND λ = 0.035 W/mk 200mm; 	200,00 ; 	1,00 ;Termoizolație Vată Bazaltică Rockwool Airrock ND λ = 0,035 W/mK 200 mm;;
Structuri Timberframe;Planseu;Planseu_Autoportant_Prefab;Planseu_Autoportant_Prefab_PLAp;Termoizolatie_PLAp;Rockwool Airrock ND λ = 0.035 W/mk 250mm; 	250,00 ; 	1,00 ;Termoizolație Vată Bazaltică Rockwool Airrock ND λ = 0,035 W/mK 250 mm;;
Structuri Timberframe;Planseu;Planseu_Autoportant_Prefab;Planseu_Autoportant_Prefab_PLAp;Termoizolatie_PLAp;Isover Forte 0,034 200mm; 	200,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Forte λ = 0,034 W/mK 200 mm;;
Structuri Timberframe;Planseu;Planseu_Autoportant_Prefab;Planseu_Autoportant_Prefab_PLAp;Termoizolatie_PLAp;Isover Forte 0,034 250mm; 	250,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Forte λ = 0,034 W/mK 250 mm;;
Structuri Timberframe;Planseu;Planseu_Autoportant_Prefab;Planseu_Autoportant_Prefab_PLAp;Termoizolatie_PLAp;Isover Superprofi 0,032 200mm; 	200,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Superprofi λ = 0,032 W/mK 200 mm;;
Structuri Timberframe;Planseu;Planseu_Autoportant_Prefab;Planseu_Autoportant_Prefab_PLAp;Termoizolatie_PLAp;Isover Superprofi 0,032 250mm; 	250,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Superprofi λ = 0,032 W/mK 250 mm;;
Structuri Timberframe;Planseu;Planseu_Autoportant_Prefab;Planseu_Autoportant_Prefab_PLAp;Termoizolatie_PLAp;Steico Flex 200mm; 	200,00 ; 	1,00 ;Termoizolație Fibră de Lemn Steico Flex λ = 0,038 W/mK 200 mm;;
Structuri Timberframe;Planseu;Planseu_Autoportant_Prefab;Planseu_Autoportant_Prefab_PLAp;Termoizolatie_PLAp;Steico Flex 240mm; 	240,00 ; 	1,00 ;Termoizolație Fibră de Lemn Steico Flex λ = 0,038 W/mK 240 mm;;
Structuri Timberframe;Planseu;Planseu_Autoportant_Prefab;Planseu_Autoportant_Prefab_PLAp;Termoizolatie_PLAp;BEST WOOD FLEX 50 0.037W/mk 200mm; 	200,00 ; 	1,00 ;Termoizolație Fibră de Lemn Best Wood Flex 50 λ = 0,037 W/mK 200 mm;;
Structuri Timberframe;Planseu;Planseu_Autoportant_Prefab;Planseu_Autoportant_Prefab_PLAp;Termoizolatie_PLAp;BEST WOOD FLEX 50 0.037W/mk 240mm; 	240,00 ; 	1,00 ;Termoizolație Fibră de Lemn Best Wood Flex 50 λ = 0,037 W/mK 240 mm;;
Structuri Timberframe;Planseu;Planseu_Autoportant_Prefab;Planseu_Autoportant_Prefab_PLAp;Placari_sus_structura_PLAp;OSB 22mm NF; 	22,00 ; 	1,00 ;OSB 3 22 mm Nut și Feder;;
Structuri Timberframe;Planseu;Planseu_Autoportant_Prefab;Planseu_Autoportant_Prefab_PLAp;Placari_sus_structura_PLAp;OSB 18mm NF; 	18,00 ; 	1,00 ;OSB 3 18 mm Nut și Feder;;
Structuri Timberframe;Planseu;Planseu_Autoportant_Prefab;Planseu_Autoportant_Prefab_PLAp;Placari_sus_structura_PLAp;FBV; 	-   ; 	1,00 ;Folie Barieră de Vapori;;
Structuri Timberframe;Planseu;Planseu_Autoportant_Prefab;Planseu_Autoportant_Prefab_PLAp;Placari_sus_structura_PLAp;Dusumea 27mm; 	27,00 ; 	1,00 ;Dușumea 27 mm ;;
Structuri Timberframe;Planseu;Planseu_Autoportant_On_site;Planseu_Autoportant_On_site_PLAs;Structura_lemn_PLAs;45x200 C; 	200,00 ; 	1,00 ;Structură lemn C24 45x200 mm;;
Structuri Timberframe;Planseu;Planseu_Autoportant_On_site;Planseu_Autoportant_On_site_PLAs;Structura_lemn_PLAs;45x240 C; 	240,00 ; 	1,00 ;Structură lemn C24 45x240 mm;;
Structuri Timberframe;Planseu;Planseu_Autoportant_On_site;Planseu_Autoportant_On_site_PLAs;Structura_lemn_PLAs;60x200 C; 	200,00 ; 	1,00 ;Structură lemn C24 60x200 mm;;
Structuri Timberframe;Planseu;Planseu_Autoportant_On_site;Planseu_Autoportant_On_site_PLAs;Structura_lemn_PLAs;60x240 C; 	240,00 ; 	1,00 ;Structură lemn C24 60x240 mm;;
Structuri Timberframe;Planseu;Planseu_Autoportant_On_site;Planseu_Autoportant_On_site_PLAs;Structura_lemn_PLAs;100x240 C; 	240,00 ; 	1,00 ;Structură lemn C24 100x240 mm;;
Structuri Timberframe;Planseu;Planseu_Autoportant_On_site;Planseu_Autoportant_On_site_PLAs;Placari_jos_structura_PLAs;Betonyp; 	12,00 ; 	1,00 ;Placă de ciment cu așchii de lemn Betonyp 12 mm;;
Structuri Timberframe;Planseu;Planseu_Autoportant_On_site;Planseu_Autoportant_On_site_PLAs;Placari_jos_structura_PLAs;FT; 	-   ; 	1,00 ;Folie Permisivă la Transferul de Vapori;;
Structuri Timberframe;Planseu;Planseu_Autoportant_On_site;Planseu_Autoportant_On_site_PLAs;Termoizolatie_PLAs;Rockwool Mutirock 0,037 200mm; 	200,00 ; 	1,00 ;Termoizolație Vată Bazaltică Rockwool Multirock λ = 0,037 W/mK 200 mm;;
Structuri Timberframe;Planseu;Planseu_Autoportant_On_site;Planseu_Autoportant_On_site_PLAs;Termoizolatie_PLAs;Rockwool Mutirock 0,037 250mm; 	250,00 ; 	1,00 ;Termoizolație Vată Bazaltică Rockwool Multirock λ = 0,037 W/mK 250 mm;;
Structuri Timberframe;Planseu;Planseu_Autoportant_On_site;Planseu_Autoportant_On_site_PLAs;Termoizolatie_PLAs;Rockwool Airrock ND λ = 0.035 W/mk 200mm; 	200,00 ; 	1,00 ;Termoizolație Vată Bazaltică Rockwool Airrock ND λ = 0,035 W/mK 200 mm;;
Structuri Timberframe;Planseu;Planseu_Autoportant_On_site;Planseu_Autoportant_On_site_PLAs;Termoizolatie_PLAs;Rockwool Airrock ND λ = 0.035 W/mk 250mm; 	250,00 ; 	1,00 ;Termoizolație Vată Bazaltică Rockwool Airrock ND λ = 0,035 W/mK 250 mm;;
Structuri Timberframe;Planseu;Planseu_Autoportant_On_site;Planseu_Autoportant_On_site_PLAs;Termoizolatie_PLAs;Isover Forte 0,034 200mm; 	200,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Forte λ = 0,034 W/mK 200 mm;;
Structuri Timberframe;Planseu;Planseu_Autoportant_On_site;Planseu_Autoportant_On_site_PLAs;Termoizolatie_PLAs;Isover Forte 0,034 250mm; 	250,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Forte λ = 0,034 W/mK 250 mm;;
Structuri Timberframe;Planseu;Planseu_Autoportant_On_site;Planseu_Autoportant_On_site_PLAs;Termoizolatie_PLAs;Isover Superprofi 0,032 200mm; 	200,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Superprofi λ = 0,032 W/mK 200 mm;;
Structuri Timberframe;Planseu;Planseu_Autoportant_On_site;Planseu_Autoportant_On_site_PLAs;Termoizolatie_PLAs;Isover Superprofi 0,032 250mm; 	250,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Superprofi λ = 0,032 W/mK 250 mm;;
Structuri Timberframe;Planseu;Planseu_Autoportant_On_site;Planseu_Autoportant_On_site_PLAs;Termoizolatie_PLAs;Steico Flex 200mm; 	200,00 ; 	1,00 ;Termoizolație Fibră de Lemn Steico Flex λ = 0,038 W/mK 200 mm;;
Structuri Timberframe;Planseu;Planseu_Autoportant_On_site;Planseu_Autoportant_On_site_PLAs;Termoizolatie_PLAs;Steico Flex 240mm; 	240,00 ; 	1,00 ;Termoizolație Fibră de Lemn Steico Flex λ = 0,038 W/mK 240 mm;;
Structuri Timberframe;Planseu;Planseu_Autoportant_On_site;Planseu_Autoportant_On_site_PLAs;Termoizolatie_PLAs;BEST WOOD FLEX 50 0.037W/mk 200mm; 	200,00 ; 	1,00 ;Termoizolație Fibră de Lemn Best Wood Flex 50 λ = 0,037 W/mK 200 mm;;
Structuri Timberframe;Planseu;Planseu_Autoportant_On_site;Planseu_Autoportant_On_site_PLAs;Termoizolatie_PLAs;BEST WOOD FLEX 50 0.037W/mk 240mm; 	240,00 ; 	1,00 ;Termoizolație Fibră de Lemn Best Wood Flex 50 λ = 0,037 W/mK 240 mm;;
Structuri Timberframe;Planseu;Planseu_Autoportant_On_site;Planseu_Autoportant_On_site_PLAs;Placari_sus_structura_PLAs;OSB 22mm NF; 	22,00 ; 	1,00 ;OSB 3 22 mm Nut și Feder;;
Structuri Timberframe;Planseu;Planseu_Autoportant_On_site;Planseu_Autoportant_On_site_PLAs;Placari_sus_structura_PLAs;OSB 18mm NF; 	18,00 ; 	1,00 ;OSB 3 18 mm Nut și Feder;;
Structuri Timberframe;Planseu;Planseu_Autoportant_On_site;Planseu_Autoportant_On_site_PLAs;Placari_sus_structura_PLAs;FBV; 	-   ; 	1,00 ;Folie Barieră de Vapori;;
Structuri Timberframe;Planseu;Planseu_Autoportant_On_site;Planseu_Autoportant_On_site_PLAs;Placari_sus_structura_PLAs;Dusumea 27mm; 	27,00 ; 	1,00 ;Dușumea 27 mm ;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_Prefab;Planseu_Intre_Etaje_Prefab_PLIEp;Structura_lemn_PLIEp;45x200 C; 	200,00 ; 	1,00 ;Structură lemn C24 45x200 mm;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_Prefab;Planseu_Intre_Etaje_Prefab_PLIEp;Structura_lemn_PLIEp;45x240 C; 	240,00 ; 	1,00 ;Structură lemn C24 45x240 mm;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_Prefab;Planseu_Intre_Etaje_Prefab_PLIEp;Structura_lemn_PLIEp;60x200 C; 	200,00 ; 	1,00 ;Structură lemn C24 60x200 mm;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_Prefab;Planseu_Intre_Etaje_Prefab_PLIEp;Structura_lemn_PLIEp;60x240 C; 	240,00 ; 	1,00 ;Structură lemn C24 60x240 mm;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_Prefab;Planseu_Intre_Etaje_Prefab_PLIEp;Structura_lemn_PLIEp;80x200 C; 	200,00 ; 	1,00 ;Structură lemn C24 80x200 mm ;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_Prefab;Planseu_Intre_Etaje_Prefab_PLIEp;Structura_lemn_PLIEp;80x200 GL; 	200,00 ; 	1,00 ;Structură lemn GL24 80x200 mm ;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_Prefab;Planseu_Intre_Etaje_Prefab_PLIEp;Structura_lemn_PLIEp;80x240 C; 	240,00 ; 	1,00 ;Structură lemn C24 80x240 mm;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_Prefab;Planseu_Intre_Etaje_Prefab_PLIEp;Structura_lemn_PLIEp;80x240 GL; 	240,00 ; 	1,00 ;Structură lemn GL24 80x240 mm;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_Prefab;Planseu_Intre_Etaje_Prefab_PLIEp;Structura_lemn_PLIEp;100x160 - 140x280;;;Structură lemn C24 100x160 - 140x280 mm;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_Prefab;Planseu_Intre_Etaje_Prefab_PLIEp;Placari_jos_structura_PLIEp;OSB 12mm; 	12,00 ; 	1,00 ;OSB 3 12 mm;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_Prefab;Planseu_Intre_Etaje_Prefab_PLIEp;Placari_jos_structura_PLIEp;FBV; 	-   ; 	1,00 ;Folie Barieră de Vapori;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_Prefab;Planseu_Intre_Etaje_Prefab_PLIEp;Termoizolatie_PLIEp;Rockwool Mutirock 0,037 200mm; 	200,00 ; 	1,00 ;Termoizolație Vată Bazaltică Rockwool Multirock λ = 0,037 W/mK 200 mm;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_Prefab;Planseu_Intre_Etaje_Prefab_PLIEp;Termoizolatie_PLIEp;Rockwool Mutirock 0,037 250mm; 	250,00 ; 	1,00 ;Termoizolație Vată Bazaltică Rockwool Multirock λ = 0,037 W/mK 250 mm;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_Prefab;Planseu_Intre_Etaje_Prefab_PLIEp;Termoizolatie_PLIEp;Rockwool Airrock ND λ = 0.035 W/mk 200mm; 	200,00 ; 	1,00 ;Termoizolație Vată Bazaltică Rockwool Airrock ND λ = 0,035 W/mK 200 mm;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_Prefab;Planseu_Intre_Etaje_Prefab_PLIEp;Termoizolatie_PLIEp;Rockwool Airrock ND λ = 0.035 W/mk 250mm; 	250,00 ; 	1,00 ;Termoizolație Vată Bazaltică Rockwool Airrock ND λ = 0,035 W/mK 250 mm;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_Prefab;Planseu_Intre_Etaje_Prefab_PLIEp;Termoizolatie_PLIEp;Isover Forte 0,034 200mm; 	200,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Forte λ = 0,034 W/mK 200 mm;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_Prefab;Planseu_Intre_Etaje_Prefab_PLIEp;Termoizolatie_PLIEp;Isover Forte 0,034 250mm; 	250,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Forte λ = 0,034 W/mK 250 mm;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_Prefab;Planseu_Intre_Etaje_Prefab_PLIEp;Termoizolatie_PLIEp;Isover Superprofi 0,032 200mm; 	200,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Superprofi λ = 0,032 W/mK 200 mm;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_Prefab;Planseu_Intre_Etaje_Prefab_PLIEp;Termoizolatie_PLIEp;Isover Superprofi 0,032 250mm; 	250,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Superprofi λ = 0,032 W/mK 250 mm;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_Prefab;Planseu_Intre_Etaje_Prefab_PLIEp;Termoizolatie_PLIEp;Steico Flex 200mm; 	200,00 ; 	1,00 ;Termoizolație Fibră de Lemn Steico Flex λ = 0,038 W/mK 200 mm;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_Prefab;Planseu_Intre_Etaje_Prefab_PLIEp;Termoizolatie_PLIEp;Steico Flex 240mm; 	240,00 ; 	1,00 ;Termoizolație Fibră de Lemn Steico Flex λ = 0,038 W/mK 240 mm;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_Prefab;Planseu_Intre_Etaje_Prefab_PLIEp;Termoizolatie_PLIEp;BEST WOOD FLEX 50 0.037W/mk 200mm; 	200,00 ; 	1,00 ;Termoizolație Fibră de Lemn Best Wood Flex 50 λ = 0,037 W/mK 200 mm;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_Prefab;Planseu_Intre_Etaje_Prefab_PLIEp;Termoizolatie_PLIEp;BEST WOOD FLEX 50 0.037W/mk 240mm; 	240,00 ; 	1,00 ;Termoizolație Fibră de Lemn Best Wood Flex 50 λ = 0,037 W/mK 240 mm;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_Prefab;Planseu_Intre_Etaje_Prefab_PLIEp;Termoizolatie_PLIEp;ISOVER AKUSTO 200mm; 	200,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Akusto λ = 0,039 W/mK 200 mm;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_Prefab;Planseu_Intre_Etaje_Prefab_PLIEp;Termoizolatie_PLIEp;ISOVER AKUSTO 250mm; 	250,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Akusto λ = 0,039 W/mK 250 mm;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_Prefab;Planseu_Intre_Etaje_Prefab_PLIEp;Placari_sus_structura_PLIEp;OSB 22mm NF; 	22,00 ; 	1,00 ;OSB 3 22 mm Nut și Feder;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_Prefab;Planseu_Intre_Etaje_Prefab_PLIEp;Placari_sus_structura_PLIEp;OSB 18mm NF; 	18,00 ; 	1,00 ;OSB 3 18 mm Nut și Feder;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_Prefab;Planseu_Intre_Etaje_Prefab_PLIEp;Placari_sus_structura_PLIEp;Dusumea 27mm; 	27,00 ; 	1,00 ;Dușumea 27 mm ;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_On_site;Planseu_Intre_Etaje_On_site_PLIEs;Structura_lemn_PLIEs;45x200 C; 	200,00 ; 	1,00 ;Structură lemn C24 45x200 mm;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_On_site;Planseu_Intre_Etaje_On_site_PLIEs;Structura_lemn_PLIEs;45x240 C; 	240,00 ; 	1,00 ;Structură lemn C24 45x240 mm;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_On_site;Planseu_Intre_Etaje_On_site_PLIEs;Structura_lemn_PLIEs;60x200 C; 	200,00 ; 	1,00 ;Structură lemn C24 60x200 mm;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_On_site;Planseu_Intre_Etaje_On_site_PLIEs;Structura_lemn_PLIEs;60x240 C; 	240,00 ; 	1,00 ;Structură lemn C24 60x240 mm;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_On_site;Planseu_Intre_Etaje_On_site_PLIEs;Structura_lemn_PLIEs;80x200 C; 	200,00 ; 	1,00 ;Structură lemn C24 80x200 mm ;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_On_site;Planseu_Intre_Etaje_On_site_PLIEs;Structura_lemn_PLIEs;80x200 GL; 	200,00 ; 	1,00 ;Structură lemn GL24 80x200 mm ;;
